ID,SLIKA,IME,GRAD,ADRESA,MJESTO,GEOGR. ŠIRINA,GEOGR. DUŽINA,LOKACIJA,TIP,USLUGE,ŽUPANIJA
260,(BLOB),"POŠTANSKI URED    PUŠKARIĆEVA 15  ZAGREB, LUČKO",ZAGREB,PUŠKARIĆEVA 15,,45.761047,15.883495,POŠTANSKI URED,BANKOMAT,,GRAD ZAGREB
314,(BLOB),MARINA IBRACOM APART HOTEL DEL MAR GLAVICA7 PULA - BANJOLE,PULA,GLAVICA7,,44.82152,13.86579,MARINA IBRACOM APART HOTEL DEL MAR,BANKOMAT,,ISTARSKA ŽUPANIJA
378,(BLOB),PRIVATNI PROSTOR KREŠIĆEVA 32 ZAGREB,ZAGREB,KREŠIĆEVA 32,,45.814449,16.019375,PRIVATNI PROSTOR,BANKOMAT,,GRAD ZAGREB
316,(BLOB),TRGOVINA TERRA MARIQUE PETRA KREŠIMIRA IV br. 7  DUBROVNIK,DUBROVNIK,PETRA KREŠIMIRA IV br. 7,,42.643257,18.112057,TRGOVINA TERRA MARIQUE,BANKOMAT,,DUBROVAČKO-NERETVANSKA ŽUPANIJA
317,(BLOB),TRGOVINA KERAMIKA - SUPERCOLOR TRG NA MOSTU 2  PULA,PULA,SUPERCOLOR TRG NA MOSTU 2,,44.876568,13.850927,TRGOVINA KERAMIKA,BANKOMAT,,ISTARSKA ŽUPANIJA
318,(BLOB),TC AVENUE MALL OSIJEK SV. LEOPOLDA MANDIĆA 50A  OSIJEK,OSIJEK,SV. LEOPOLDA MANDIĆA 50A,,45.547386,18.65633,TC AVENUE MALL OSIJEK,BANKOMAT,,OSJEČKO-BARANJSKA ŽUPANIJA
319,(BLOB),TC PORTANOVA OSIJEK SVILAJSKA 31A  OSIJEK,OSIJEK,SVILAJSKA 31A,,45.554089,18.636589,TC PORTANOVA OSIJEK,BANKOMAT,,OSJEČKO-BARANJSKA ŽUPANIJA
320,(BLOB),PLODINE KUKULJANOVO BB  KUKULJANOVO,KUKULJANOVO,KUKULJANOVO BB,,45.326385,14.515471,PLODINE,BANKOMAT,,PRIMORSKO-GORANSKA ŽUPANIJA
321,(BLOB),KAUFLAND RIJEKA ZAMETSKA 44  RIJEKA,RIJEKA,ZAMETSKA 44,,45.340488,14.398012,KAUFLAND RIJEKA,BANKOMAT,,PRIMORSKO-GORANSKA ŽUPANIJA
322,(BLOB),"TC CVJETNI TRG TRG P. PRERADOVIĆA 4-6  ZAGREB, CENTAR (UŽI)",ZAGREB,TRG P. PRERADOVIĆA 4-6,CENTAR (UŽI),45.812321,15.972748,TC CVJETNI TRG,BANKOMAT,,GRAD ZAGREB
323,(BLOB),CAFE BAR SVIK SV. IVANA KRSTITELJA 90  DARDA,DARDA,SV. IVANA KRSTITELJA 90,,45.62624,18.686523,CAFE BAR SVIK,BANKOMAT,,OSJEČKO-BARANJSKA ŽUPANIJA
324,(BLOB),TRGOVINA ZEPTER SV. ROKA 19  POŽEGA,POŽEGA,SV. ROKA 19,,45.331722,17.6705,TRGOVINA ZEPTER,BANKOMAT,,POŽEŠKO-SLAVONSKA ŽUPANIJA
325,(BLOB),POŠTANSKI URED LUJZIJANSKA CESTA 57  DELNICE,DELNICE,LUJZIJANSKA CESTA 57,,45.392605,14.797275,POŠTANSKI URED,BANKOMAT,,PRIMORSKO-GORANSKA ŽUPANIJA
326,(BLOB),TC DALMARE VELIMIRA ŠKORPIKA 23  ŠIBENIK,ŠIBENIK,VELIMIRA ŠKORPIKA 23,,43.713516,15.916325,TC DALMARE,BANKOMAT,,ŠIBENSKO-KNINSKA ŽUPANIJA
327,(BLOB),TRGOVINA KITRO HRVATSKIH BRANITELJA 13  VARAŽDIN,VARAŽDIN,HRVATSKIH BRANITELJA 13,,46.298058,16.327572,TRGOVINA KITRO,BANKOMAT,,VARAŽDINSKA ŽUPANIJA
328,(BLOB),POŠTANSKI URED GLAVNA 3  BOROVO,BOROVO,GLAVNA 3,,45.402504,18.978914,POŠTANSKI URED,BANKOMAT,,VUKOVARSKO-SRIJEMSKA ŽUPANIJA
329,(BLOB),KAUFLAND BISTRIČKA 6  SESVETE,SESVETE,BISTRIČKA 6,,45.828022,16.106354,KAUFLAND,BANKOMAT,,ZAGREBAČKA ŽUPANIJA
330,(BLOB),"POKLON GALERIJA ILICA 167A  ZAGREB, CENTAR (ŠIRI)",ZAGREB,ILICA 167A,CENTAR (ŠIRI),45.812355,15.948061,POKLON GALERIJA,BANKOMAT,,GRAD ZAGREB
331,(BLOB),"EUROHERC 1. POLJANICE 4  ZAGREB, DUBRAVA",ZAGREB,1.POLJANICE 4,,45.829308,16.069221,EUROHERC,BANKOMAT,,GRAD ZAGREB
332,(BLOB),"PRIVATNI POSLOVNI PROSTOR KSAVERSKA CESTA 43 ZAGREB, MEDVEŠČAK",ZAGREB,KSAVERSKA CESTA 43,,45.832001,15.977726,PRIVATNI POSLOVNI PROSTOR,BANKOMAT,,GRAD ZAGREB
333,(BLOB),POŠTANSKI URED TRG BANA JELAČIĆA 23GLINA,GLINA,TRG BANA JELAČIĆA 23,,45.340744,16.088963,POŠTANSKI URED,BANKOMAT,,SISAČKO-MOSLAVAČKA ŽUPANIJA
334,(BLOB),TRGOVINA KITRO FRANA SUPILA bb  VARAŽDIN,VARAŽDIN,FRANA SUPILA bb,,46.305202,16.345833,TRGOVINA KITRO,BANKOMAT,,VARAŽDINSKA ŽUPANIJA
335,(BLOB),TRGOVINA KITRO OPTUJSKA 26  VARAŽDIN,VARAŽDIN,OPTUJSKA 26,,46.313591,16.329590,TRGOVINA KITRO,BANKOMAT,,VARAŽDINSKA ŽUPANIJA
336,(BLOB),POŠTANSKI URED ŠETALIŠTE MARŠALA TITA 29  LOVRAN,LOVRAN,ŠETALIŠTE MARŠALA TITA 29,,45.291653,14.277173,POŠTANSKI URED,BANKOMAT,,PRIMORSKO-GORANSKA ŽUPANIJA
337,(BLOB),POŠTANSKI URED GAJEVA 5  SAMOBOR,SAMOBOR,GAJEVA 5,,45.802830,15.710074,POŠTANSKI URED,BANKOMAT,,ZAGREBAČKA ŽUPANIJA
338,(BLOB),POŠTANSKI URED ZVONIMIROVA 45  SPLIT,SPLIT,ZVONIMIROVA 45,,43.505959,16.447327,POŠTANSKI URED,BANKOMAT,,SPLITSKO-DALMATINSKA ŽUPANIJA
339,(BLOB),POŠTANSKI URED FOŠAL 1  OMIŠ,OMIŠ,FOŠAL 1,,43.443851,16.692438,POŠTANSKI URED,BANKOMAT,,SPLITSKO-DALMATINSKA ŽUPANIJA
340,(BLOB),POŠTANSKI URED BRANITELJA OD TURAKA 2  KAŠTEL SUČURAC,KAŠTEL SUČURAC,BRANITELJA OD TURAKA 2,,43.546104,16.426342,POŠTANSKI URED,BANKOMAT,,SPLITSKO-DALMATINSKA ŽUPANIJA
341,(BLOB),POŠTANSKI URED OBALA J. TROGIRANINA 5  TROGIR,TROGIR,OBALA J. TROGIRANINA 5,,43.517506,16.251097,POŠTANSKI URED,BANKOMAT,,SPLITSKO-DALMATINSKA ŽUPANIJA
342,(BLOB),TRGOVINA TEHNO SHOP LJUDEVITA GAJA 15  VINKOVCI,VINKOVCI,LJUDEVITA GAJA 15,,45.294353,18.805532,TRGOVINA TEHNO SHOP,BANKOMAT,,VUKOVARSKO-SRIJEMSKA ŽUPANIJA
343,(BLOB),POŠTANSKI URED TRG KRALJA TOMISLAVA 2  VINKOVCI,VINKOVCI,TRG KRALJA TOMISLAVA 2,,45.299740,18.802214,POŠTANSKI URED,BANKOMAT,,VUKOVARSKO-SRIJEMSKA ŽUPANIJA
