ATM PK;BRANCH FK;LOCATION FK;ORG ID;A TYPE;a type desc;A PLACE;A NAME;A STATUS;a status desc;BOBJECT NAME;WHOURS TYPE;a whours type desc;REMARK;WEB NOTE;WEB STATUS;a web status desc;LOCATION PK;COUNTY ID;COUNTY NAME;PLACE ZIP;PLACE NAME;STREET NAME;HOUSE N;HOUSE SUBN;ADDRESS LONG;address full;housenum full;X;Y;L STATUS;l status desc;;LONG;LAT
21540;;437;10104;1;Bankomat;Velika;F. Tumana 32;1;U funkciji (radi);Supermarket Buba ;1;0-24 h;;;1;Prikaûi na karti;437;11;Poûeöko-slavonska ûupanija;34330;Velika;F. Tumana;32;;F. Tumana 32;Velika, F. Tumana 32;32;2590884;5034945;1;Prikaûi na karti;;" 17∞ 39' 27""";" 45∞ 27' 43"""
21762;10080;438;10138;1;Bankomat;Velika Gorica;Trg S. RadiÊa 3, Galûenica;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;438;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg S. RadiÊa;3;;"Galûenica,
Trg S. RadiÊa 3";Velika Gorica, Trg S. RadiÊa 3;3;2466644.4;5062141.1;1;Prikaûi na karti;;" 16∞ 3' 60""";" 45∞ 42' 43"""
21109;10080;438;82135;1;Bankomat;Velika Gorica;Trg S. RadiÊa 3;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;438;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg S. RadiÊa;3;;"Galûenica,
Trg S. RadiÊa 3";Velika Gorica, Trg S. RadiÊa 3;3;2466644.4;5062141.1;1;Prikaûi na karti;;" 16∞ 3' 60""";" 45∞ 42' 43"""
21541;;439;34035;1;Bankomat;Velika Gorica;J. Dobrile 25;1;U funkciji (radi);Elektroservis Cerovski;1;0-24 h;;;1;Prikaûi na karti;439;1;ZagrebaËka ûupanija;10410;Velika Gorica;J. Dobrile;25;;J. Dobrile 25;Velika Gorica, J. Dobrile 25;25;2466502.65;5063271.69;1;Prikaûi na karti;;" 16∞ 3' 53""";" 45∞ 43' 19"""
22034;10234;440;;2;Dnevno-noÊni trezor;Velika Gorica;Kralja Dmitra Zvonimira 5;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;440;1;ZagrebaËka ûupanija;10410;Velika Gorica;Kralja Dmitra Zvonimira;5;;Kralja Dmitra Zvonimira 5;Velika Gorica, Kralja Dmitra Zvonimira 5;5;2467122.4;5062719.3;1;Prikaûi na karti;;" 16∞ 4' 21""";" 45∞ 43' 2"""
21104;10077;440;41651;1;Bankomat;Velika Gorica;Kralja Dmitra Zvonimira 5;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;440;1;ZagrebaËka ûupanija;10410;Velika Gorica;Kralja Dmitra Zvonimira;5;;Kralja Dmitra Zvonimira 5;Velika Gorica, Kralja Dmitra Zvonimira 5;5;2467122.4;5062719.3;1;Prikaûi na karti;;" 16∞ 4' 21""";" 45∞ 43' 2"""
24049;10234;440;;4;Ureaj za zaprimanje naloga;Velika Gorica;Kralja Dmitra Zvonimira 5;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;440;1;ZagrebaËka ûupanija;10410;Velika Gorica;Kralja Dmitra Zvonimira;5;;Kralja Dmitra Zvonimira 5;Velika Gorica, Kralja Dmitra Zvonimira 5;5;2467122.4;5062719.3;1;Prikaûi na karti;;" 16∞ 4' 21""";" 45∞ 43' 2"""
21542;;441;54935;1;Bankomat;Velika Gorica;Ljudevita Posavskog 51;1;U funkciji (radi);Kaufland Hrvatska k.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;441;1;ZagrebaËka ûupanija;10410;Velika Gorica;Ljudevita Posavskog;51;;Ljudevita Posavskog 51;Velika Gorica, Ljudevita Posavskog 51;51;2465693.12;5062872.86;1;Prikaûi na karti;;" 16∞ 3' 15""";" 45∞ 43' 6"""
21543;;442;10085;1;Bankomat;Velika Gorica;Matice hrvatske bb;1;U funkciji (radi);BILLA d.o.o.;1;0-24 h;;;1;Prikaûi na karti;442;1;ZagrebaËka ûupanija;10410;Velika Gorica;Matice hrvatske;0;BB;Matice hrvatske bb;Velika Gorica, Matice hrvatske BB;BB;2466556.85;5062261.16;1;Prikaûi na karti;;" 16∞ 3' 55""";" 45∞ 42' 47"""
21105;10078;443;82610;1;Bankomat;Velika Gorica;Pleso bb, ZraËna luka Zagreb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;443;1;ZagrebaËka ûupanija;10410;Velika Gorica;Pleso;0;BB;Pleso bb, ZraËna luka Zagreb;Velika Gorica, Pleso BB;BB;2466116.59;5064366.72;1;Prikaûi na karti;;" 16∞ 3' 35""";" 45∞ 43' 55"""
21544;;444;74035;1;Bankomat;Velika Gorica;Slavka Kolara 2;1;U funkciji (radi);Mercator-H. d.o.o.;1;0-24 h;;;1;Prikaûi na karti;444;1;ZagrebaËka ûupanija;10410;Velika Gorica;Slavka Kolara;2;;Slavka Kolara 2;Velika Gorica, Slavka Kolara 2;2;2467030.31;5062544.72;1;Prikaûi na karti;;" 16∞ 4' 17""";" 45∞ 42' 56"""
21106;10079;445;35035;1;Bankomat;Velika Gorica;Trg kralja Tomislava 32;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;445;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg kralja Tomislava;32;;Trg kralja Tomislava 32;Velika Gorica, Trg kralja Tomislava 32;32;2467472.5;5062219.4;1;Prikaûi na karti;;" 16∞ 4' 38""";" 45∞ 42' 45"""
21107;10079;445;56435;1;Bankomat;Velika Gorica;Trg kralja Tomislava 32;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;445;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg kralja Tomislava;32;;Trg kralja Tomislava 32;Velika Gorica, Trg kralja Tomislava 32;32;2467472.5;5062219.4;1;Prikaûi na karti;;" 16∞ 4' 38""";" 45∞ 42' 45"""
21108;10079;445;74435;1;Bankomat;Velika Gorica;Trg kralja Tomislava 32;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;445;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg kralja Tomislava;32;;Trg kralja Tomislava 32;Velika Gorica, Trg kralja Tomislava 32;32;2467472.5;5062219.4;1;Prikaûi na karti;;" 16∞ 4' 38""";" 45∞ 42' 45"""
24050;10079;445;;4;Ureaj za zaprimanje naloga;Velika Gorica;Trg kralja Tomislava 32;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;445;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg kralja Tomislava;32;;Trg kralja Tomislava 32;Velika Gorica, Trg kralja Tomislava 32;32;2467472.5;5062219.4;1;Prikaûi na karti;;" 16∞ 4' 38""";" 45∞ 42' 45"""
25254;10079;445;;3;Ureaj za polog kovanica;;Trg kralja Tomislava 32;1;U funkciji (radi);ZABA poslovnica;1;0-24 h;;;1;Prikaûi na karti;445;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg kralja Tomislava;32;;Trg kralja Tomislava 32;Velika Gorica, Trg kralja Tomislava 32;32;2467472.5;5062219.4;1;Prikaûi na karti;;" 16∞ 4' 38""";" 45∞ 42' 45"""
21545;;446;48635;1;Bankomat;Velika Gorica;Trg S. RadiÊa bb;1;U funkciji (radi);Mercator-H. d.o.o.;1;0-24 h;;;1;Prikaûi na karti;446;1;ZagrebaËka ûupanija;10410;Velika Gorica;Trg S. RadiÊa;0;BB;Trg S. RadiÊa bb;Velika Gorica, Trg S. RadiÊa BB;BB;2466663.87;5062213.39;1;Prikaûi na karti;;" 16∞ 4' 0""";" 45∞ 42' 45"""
21546;;447;53335;1;Bankomat;Velika Gorica;ZagrebaËka 20 ;1;U funkciji (radi);TrgovaËki obrt NINA;1;0-24 h;;;1;Prikaûi na karti;447;1;ZagrebaËka ûupanija;10410;Velika Gorica;ZagrebaËka;20;;ZagrebaËka 20 ;Velika Gorica, ZagrebaËka 20;20;2467134;5062516.1;1;Prikaûi na karti;;" 16∞ 4' 22""";" 45∞ 42' 55"""
21548;;448;96335;1;Bankomat;Velika Mlaka;Napredak bb;1;U funkciji (radi);;1;0-24 h;zatvorena poslovnica;;1;Prikaûi na karti;448;1;ZagrebaËka ûupanija;10408;Velika Mlaka;Napredak;0;BB;Napredak bb;Velika Mlaka, Napredak BB;BB;2463748;5064912;1;Prikaûi na karti;;" 16∞ 1' 45""";" 45∞ 44' 12"""
21549;;449;10039;1;Bankomat;Veliki Grevac;Kralja Tomislava 14;1;U funkciji (radi);Koving d.o.o.;1;0-24 h;;;1;Prikaûi na karti;449;7;Bjelovarsko-bilogorska ûupanija;43270;Veliki Grevac;Kralja Tomislava;14;;Kralja Tomislava 14;Veliki Grevac, Kralja Tomislava 14;14;2543050.07;5066405.65;1;Prikaûi na karti;;" 17∞ 2' 54""";" 45∞ 44' 59"""
21550;;450;58045;1;Bankomat;Veliko TrgoviöÊe;Trg S. Tumana 5;1;U funkciji (radi);Trgovina i usluge RadovaniÊ;1;0-24 h;;;1;Prikaûi na karti;450;2;Krapinsko-zagorska ûupanija;49214;Veliko TrgoviöÊe;Trg S. Tumana;5;;Trg S. Tumana 5;Veliko TrgoviöÊe, Trg S. Tumana 5;5;2449677;5094670;1;Prikaûi na karti;;" 15∞ 50' 43""";" 46∞ 0' 13"""
21551;;452;60720;1;Bankomat;Vidovec;Trg Sv. Vida 29;1;U funkciji (radi);Poljoprivredna apoteka;1;0-24 h;;;1;Prikaûi na karti;452;5;Varaûdinska ûupanija;42205;Vidovec;Trg Sv. Vida;29;;Trg Sv. Vida 29;Vidovec, Trg Sv. Vida 29;29;2480500.25;5125869.86;1;Prikaûi na karti;;" 16∞ 14' 31""";" 46∞ 17' 9"""
21552;;453;46420;1;Bankomat;Vinica;ViniËka 5;1;U funkciji (radi);OpÊina Vinica ;1;0-24 h;;;1;Prikaûi na karti;453;5;Varaûdinska ûupanija;42207;Vinica;ViniËka;5;;ViniËka 5;Vinica, ViniËka 5;5;2473768;5131859;1;Prikaûi na karti;;" 16∞ 9' 15""";" 46∞ 20' 22"""
21554;;455;31040;1;Bankomat;Vinkovci;H.D. Genschera 22;1;U funkciji (radi);BOSO;1;0-24 h;;;1;Prikaûi na karti;455;16;Vukovarsko-srijemska ûupanija;32100;Vinkovci;H.D. Genschera;22;;H.D. Genschera 22;Vinkovci, H.D. Genschera 22;22;2680621.81;5016512.64;1;Prikaûi na karti;;" 18∞ 47' 52""";" 45∞ 16' 44"""
22035;10082;456;;2;Dnevno-noÊni trezor;Vinkovci;Kralja Zvonimira 6;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;456;16;Vukovarsko-srijemska ûupanija;32100;Vinkovci;Kralja Zvonimira;6;;Kralja Zvonimira 6;Vinkovci, Kralja Zvonimira 6;6;2093469.88;5667195;1;Prikaûi na karti;;" 18∞ 48' 21""";" 45∞ 17' 22"""
21110;10082;456;40140;1;Bankomat;Vinkovci;Kralja Zvonimira 6;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;456;16;Vukovarsko-srijemska ûupanija;32100;Vinkovci;Kralja Zvonimira;6;;Kralja Zvonimira 6;Vinkovci, Kralja Zvonimira 6;6;2093469.88;5667195;1;Prikaûi na karti;;" 18∞ 48' 21""";" 45∞ 17' 22"""
24051;10082;456;;4;Ureaj za zaprimanje naloga;Vinkovci;Kralja Zvonimira 6;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;456;16;Vukovarsko-srijemska ûupanija;32100;Vinkovci;Kralja Zvonimira;6;;Kralja Zvonimira 6;Vinkovci, Kralja Zvonimira 6;6;2093469.88;5667195;1;Prikaûi na karti;;" 18∞ 48' 21""";" 45∞ 17' 22"""
21555;;457;10040;1;Bankomat;Vinkovci;Kralja Zvonimira bb;1;U funkciji (radi);BILLA d.o.o.;1;0-24 h;;;1;Prikaûi na karti;457;16;Vukovarsko-srijemska ûupanija;32100;Vinkovci;Kralja Zvonimira;0;BB;Kralja Zvonimira bb;Vinkovci, Kralja Zvonimira BB;BB;2681400.09;5018354.15;1;Prikaûi na karti;;" 18∞ 48' 30""";" 45∞ 17' 43"""
21556;;458;40740;1;Bankomat;Vinkovci;Trg kralja Tomislava 1;1;U funkciji (radi);Polet d.o.o.;1;0-24 h;;;1;Prikaûi na karti;458;16;Vukovarsko-srijemska ûupanija;32100;Vinkovci;Trg kralja Tomislava;1;;Trg kralja Tomislava 1;Vinkovci, Trg kralja Tomislava 1;1;2680882.1;5018761.4;1;Prikaûi na karti;;" 18∞ 48' 7""";" 45∞ 17' 56"""
21557;;459;89615;1;Bankomat;Vir;Autobusni kolodvor;1;U funkciji (radi);TO Mir d.o.o.;1;0-24 h;;;1;Prikaûi na karti;459;13;Zadarska ûupanija;23234;Vir;Autobusni kolodvor;0;;Autobusni kolodvor;Vir, Autobusni kolodvor ;;2387584;4906235;1;Prikaûi na karti;;" 15∞ 5' 10""";" 44∞ 18' 2"""
21558;;460;31332;1;Bankomat;Virje;Trg bana J. JelaËiÊa 11;1;U funkciji (radi);Sloga d.d.;1;0-24 h;;;1;Prikaûi na karti;460;6;KoprivniËko-kriûevaËka ûupanija;48326;Virje;Trg bana J. JelaËiÊa;11;;Trg bana J. JelaËiÊa 11;Virje, Trg bana J. JelaËiÊa 11;11;2538707.07;5101337.37;1;Prikaûi na karti;;" 16∞ 59' 44""";" 46∞ 3' 52"""
21559;;461;39542;1;Bankomat;Virovitica;Sajmiöte 2;1;U funkciji (radi);Kaufland Hrvatska k.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;461;10;VirovitiËko-podravska ûupanija;33000;Virovitica;Sajmiöte;2;;Sajmiöte 2;Virovitica, Sajmiöte 2;2;2570108.9;5075492.2;1;Prikaûi na karti;;" 17∞ 23' 51""";" 45∞ 49' 45"""
22036;10083;462;;2;Dnevno-noÊni trezor;Virovitica;Trg Franje Tumana bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;462;10;VirovitiËko-podravska ûupanija;33000;Virovitica;Trg dr. Franje Tumana;0;BB;Trg dr. Franje Tumana BB;Virovitica, Trg dr. Franje Tumana BB;BB;1935545.13;5753566;1;Prikaûi na karti;;" 17∞ 23' 14""";" 45∞ 49' 57"""
21111;10083;462;39043;1;Bankomat;Virovitica;Trg Franje Tumana bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;462;10;VirovitiËko-podravska ûupanija;33000;Virovitica;Trg dr. Franje Tumana;0;BB;Trg dr. Franje Tumana BB;Virovitica, Trg dr. Franje Tumana BB;BB;1935545.13;5753566;1;Prikaûi na karti;;" 17∞ 23' 14""";" 45∞ 49' 57"""
21112;10083;462;56743;1;Bankomat;Virovitica;Trg Franje Tumana bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;462;10;VirovitiËko-podravska ûupanija;33000;Virovitica;Trg dr. Franje Tumana;0;BB;Trg dr. Franje Tumana BB;Virovitica, Trg dr. Franje Tumana BB;BB;1935545.13;5753566;1;Prikaûi na karti;;" 17∞ 23' 14""";" 45∞ 49' 57"""
21113;10083;462;80743;1;Bankomat;Virovitica;Trg Franje Tumana bb;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;462;10;VirovitiËko-podravska ûupanija;33000;Virovitica;Trg dr. Franje Tumana;0;BB;Trg dr. Franje Tumana BB;Virovitica, Trg dr. Franje Tumana BB;BB;1935545.13;5753566;1;Prikaûi na karti;;" 17∞ 23' 14""";" 45∞ 49' 57"""
24052;10083;462;;4;Ureaj za zaprimanje naloga;Virovitica;Trg Franje Tumana bb;1;U funkciji (radi);ZABA Poslovnica;2;u radno vrijeme objekta;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;462;10;VirovitiËko-podravska ûupanija;33000;Virovitica;Trg dr. Franje Tumana;0;BB;Trg dr. Franje Tumana BB;Virovitica, Trg dr. Franje Tumana BB;BB;1935545.13;5753566;1;Prikaûi na karti;;" 17∞ 23' 14""";" 45∞ 49' 57"""
21560;;463;57832;1;Bankomat;Virovitica;Trg fra B. Gerbera 8;1;U funkciji (radi);"Caffe bar ""Gumenjak""";1;0-24 h;;;1;Prikaûi na karti;463;10;VirovitiËko-podravska ûupanija;33000;Virovitica;Trg fra B. Gerbera;8;;Trg fra B. Gerbera 8;Virovitica, Trg fra B. Gerbera 8;8;2569329.9;5076188.6;1;Prikaûi na karti;;" 17∞ 23' 16""";" 45∞ 50' 8"""
21561;;464;59263;1;Bankomat;Vis;FINA Obala sv. Jurja 32 ;1;U funkciji (radi);FINA;1;0-24 h;;;1;Prikaûi na karti;464;17;Splitsko-dalmatinska ûupanija;21480;Vis;Obala sv. Jurja;32;;FINA Obala sv. Jurja 32 ;Vis, Obala sv. Jurja 32;32;2474615.3;4767701.78;1;Prikaûi na karti;;" 16∞ 11' 1""";" 43∞ 3' 42"""
21564;;467;89215;1;Bankomat;Vodice;Obala JuriÊev Ive Cota br 9;1;U funkciji (radi);KONZUM d.d.;1;0-24 h;;;1;Prikaûi na karti;467;15;äibensko-kninska ûupanija;22211;Vodice;Obala JuriÊev Ive Cota;9;;Obala JuriÊev Ive Cota br 9;Vodice, Obala JuriÊev Ive Cota 9;9;2442105.97;4845206.01;1;Prikaûi na karti;;" 15∞ 46' 34""";" 43∞ 45' 28"""
22037;10084;469;;2;Dnevno-noÊni trezor;Vrbovec;Trg P. Zrinskog 8;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;469;1;ZagrebaËka ûupanija;10340;Vrbovec;Trg P. Zrinskog;8;;Trg P. Zrinskog 8;Vrbovec, Trg P. Zrinskog 8;8;1827672.63;5761960.5;1;Prikaûi na karti;;" 16∞ 25' 6""";" 45∞ 53' 6"""
21114;10084;469;56841;1;Bankomat;Vrbovec;Trg P. Zrinskog 8;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;469;1;ZagrebaËka ûupanija;10340;Vrbovec;Trg P. Zrinskog;8;;Trg P. Zrinskog 8;Vrbovec, Trg P. Zrinskog 8;8;1827672.63;5761960.5;1;Prikaûi na karti;;" 16∞ 25' 6""";" 45∞ 53' 6"""
21115;10084;469;79841;1;Bankomat;Vrbovec;Trg P. Zrinskog 8;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;469;1;ZagrebaËka ûupanija;10340;Vrbovec;Trg P. Zrinskog;8;;Trg P. Zrinskog 8;Vrbovec, Trg P. Zrinskog 8;8;1827672.63;5761960.5;1;Prikaûi na karti;;" 16∞ 25' 6""";" 45∞ 53' 6"""
24053;10084;469;;4;Ureaj za zaprimanje naloga;Vrbovec;Trg P. Zrinskog 8;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;469;1;ZagrebaËka ûupanija;10340;Vrbovec;Trg P. Zrinskog;8;;Trg P. Zrinskog 8;Vrbovec, Trg P. Zrinskog 8;8;1827672.63;5761960.5;1;Prikaûi na karti;;" 16∞ 25' 6""";" 45∞ 53' 6"""
21566;;470;10029;1;Bankomat;Vrbovec;ZagrebaËka 148;1;U funkciji (radi);PIK Mesna industrija Vrbovec;1;0-24 h;;;1;Prikaûi na karti;470;1;ZagrebaËka ûupanija;10340;Vrbovec;ZagrebaËka;148;;ZagrebaËka 148;Vrbovec, ZagrebaËka 148;148;2492782.7;5081154.5;1;Prikaûi na karti;;" 16∞ 24' 7""";" 45∞ 53' 2"""
21567;;471;38846;1;Bankomat;Vrbovec;ZagrebaËka 4 ;1;U funkciji (radi);Hotel Vrbovec - BunËiÊ;1;0-24 h;;;1;Prikaûi na karti;471;1;ZagrebaËka ûupanija;10340;Vrbovec;ZagrebaËka;4;;ZagrebaËka 4 ;Vrbovec, ZagrebaËka 4;4;2493879.8;5081667.8;1;Prikaûi na karti;;" 16∞ 24' 58""";" 45∞ 53' 18"""
21568;;472;10075;1;Bankomat;Vrgorac;Hrvatskih velikana 36;1;U funkciji (radi);JukiÊ Trgovina;1;0-24 h;;;1;Prikaûi na karti;472;17;Splitsko-dalmatinska ûupanija;21276;Vrgorac;Hrvatskih velikana;36;;Hrvatskih velikana 36;Vrgorac, Hrvatskih velikana 36;36;2571046.63;4783983.16;1;Prikaûi na karti;;" 17∞ 22' 11""";" 43∞ 12' 20"""
21571;;475;58334;1;Bankomat;Vrsar;TN Belvedere;1;U funkciji (radi);Maistra d.d.;1;0-24 h;;;1;Prikaûi na karti;475;18;Istarska ûupanija;52450;Vrsar;TN Belvedere;0;;TN Belvedere;Vrsar, TN Belvedere ;;2272429.21;5003416.41;1;Prikaûi na karti;;" 13∞ 36' 2""";" 45∞ 8' 50"""
21572;;476;31634;1;Bankomat;Vrsar;NaturistiËko naselje Koversada;1;U funkciji (radi);Maistra d.d.;1;0-24 h;;;1;Prikaûi na karti;476;18;Istarska ûupanija;52450;Vrsar;NaturistiËko naselje Koversada;0;;NaturistiËko naselje Koversada ;Vrsar, NaturistiËko naselje Koversada ;;2272522.2;5001919.86;1;Prikaûi na karti;;" 13∞ 36' 9""";" 45∞ 8' 2"""
21573;;477;59134;1;Bankomat;Vrsar;Valkanela,  AC Valkanela (recepcija);1;U funkciji (radi);Maistra d.d.;1;0-24 h;;;1;Prikaûi na karti;477;18;Istarska ûupanija;52450;Vrsar;Valkanela,  AC Valkanela (recepcija);0;;Valkanela,  AC Valkanela (recepcija);Vrsar, Valkanela,  AC Valkanela (recepcija) ;;2272805.48;5005195.97;1;Prikaûi na karti;;" 13∞ 36' 16""";" 45∞ 9' 49"""
21574;;478;61840;1;Bankomat;Vukovar;Blage Zadre 2;1;U funkciji (radi);Borovo-Standard;1;0-24 h;;;1;Prikaûi na karti;478;16;Vukovarsko-srijemska ûupanija;32000;Vukovar;Blage Zadre;2;;Blage Zadre 2;Vukovar, Blage Zadre 2;2;2693265.3;5027674.8;1;Prikaûi na karti;;" 18∞ 57' 47""";" 45∞ 22' 33"""
21575;;479;39340;1;Bankomat;Vukovar;Strossmayerova 5;1;U funkciji (radi);Velepromet Vukovar;1;0-24 h;;;1;Prikaûi na karti;479;16;Vukovarsko-srijemska ûupanija;32000;Vukovar;Strossmayerova;5;;Strossmayerova 5;Vukovar, Strossmayerova 5;5;2696285.94;5025153.4;1;Prikaûi na karti;;" 19∞ 0' 2""";" 45∞ 21' 9"""
21576;;480;10098;1;Bankomat;Zabok;BraËak 8, OpÊa bolnica Zabok;1;U funkciji (radi);OpÊa bolnica Zabok;2;u radno vrijeme objekta;;;1;Prikaûi na karti;480;2;Krapinsko-zagorska ûupanija;49210;Zabok;BraËak;8;;BraËak 8, OpÊa bolnica Zabok;Zabok, BraËak 8;8;2456978.68;5096225.82;1;Prikaûi na karti;;" 15∞ 56' 21""";" 46∞ 1' 5"""
22038;10085;481;;2;Dnevno-noÊni trezor;Zabok;Matije Gupca 59;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;481;2;Krapinsko-zagorska ûupanija;49210;Zabok;Matije Gupca;59;;Matije Gupca 59;Zabok, Matije Gupca 59;59;1770391.63;5784473.5;1;Prikaûi na karti;;" 15∞ 54' 13""";" 46∞ 1' 33"""
21116;10085;481;87136;1;Bankomat;Zabok;Matije Gupca 59;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;481;2;Krapinsko-zagorska ûupanija;49210;Zabok;Matije Gupca;59;;Matije Gupca 59;Zabok, Matije Gupca 59;59;1770391.63;5784473.5;1;Prikaûi na karti;;" 15∞ 54' 13""";" 46∞ 1' 33"""
21117;10085;481;70146;1;Bankomat;Zabok;Matije Gupca 59;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;;;1;Prikaûi na karti;481;2;Krapinsko-zagorska ûupanija;49210;Zabok;Matije Gupca;59;;Matije Gupca 59;Zabok, Matije Gupca 59;59;1770391.63;5784473.5;1;Prikaûi na karti;;" 15∞ 54' 13""";" 46∞ 1' 33"""
24054;10085;481;;4;Ureaj za zaprimanje naloga;Zabok;Matije Gupca 59;1;U funkciji (radi);ZABA Poslovnica;1;0-24 h;Usluga za klijente ZagrebaËke banke;;1;Prikaûi na karti;481;2;Krapinsko-zagorska ûupanija;49210;Zabok;Matije Gupca;59;;Matije Gupca 59;Zabok, Matije Gupca 59;59;1770391.63;5784473.5;1;Prikaûi na karti;;" 15∞ 54' 13""";" 46∞ 1' 33"""
21577;;482;97146;1;Bankomat;Zabok;Matije Gupca 67;1;U funkciji (radi);Trgocentar  ;1;0-24 h;;;1;Prikaûi na karti;482;2;Krapinsko-zagorska ûupanija;49210;Zabok;Matije Gupca;67;;Matije Gupca 67;Zabok, Matije Gupca 67;67;2454052.23;5096965.72;1;Prikaûi na karti;;" 15∞ 54' 5""";" 46∞ 1' 28"""
21578;;483;10032;1;Bankomat;Zabok;RadniËko naselje 10 b;1;U funkciji (radi);Trgocentar;2;u radno vrijeme objekta;;;1;Prikaûi na karti;483;2;Krapinsko-zagorska ûupanija;49210;Zabok;RadniËko naselje;10;B;RadniËko naselje 10 b;Zabok, RadniËko naselje 10/B;10/B;2453940.6;5096607;1;Prikaûi na karti;;" 15∞ 54' 0""";" 46∞ 1' 17"""
21582;;484;42515;1;Bankomat;Zadar ;Andrije Hebranga 2;1;U funkciji (radi);Kaufland Hrvatska k.d.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;484;13;Zadarska ûupanija;23000;Zadar ;Andrije Hebranga;2;;Andrije Hebranga 2;Zadar , Andrije Hebranga 2;2;2399598;4885744.5;1;Prikaûi na karti;;" 15∞ 14' 26""";" 44∞ 7' 5"""
21580;;488;65715;1;Bankomat;Zadar;Put Murvice bb;1;U funkciji (radi);METRO Cash & Carry d.o.o.;2;u radno vrijeme objekta;;;1;Prikaûi na karti;488;13;Zadarska ûupanija;23000;Zadar;Put Murvice;0;BB;Put Murvice bb;Zadar, Put Murvice BB;BB;2406269.61;4888308.75;1;Prikaûi na karti;;" 15∞ 19' 24""";" 44∞ 8' 31"""
21581;;489;10124;1;Bankomat;Zadar;Ulica Bleiburökih ûrtava 17;1;U funkciji (radi);Mercator-H. d.o.o.;1;0-24 h;;;1;Prikaûi na karti;489;13;Zadarska ûupanija;23000;Zadar;Ulica Bleiburökih ûrtava;17;;Ulica Bleiburökih ûrtava 17;Zadar, Ulica Bleiburökih ûrtava 17;17;2400696.8;4885497.61;1;Prikaûi na karti;;" 15∞ 15' 15""";" 44∞ 6' 57"""
21583;;490;77910;1;Bankomat;Zagreb;Albaharijeva 3;1;U funkciji (radi);;1;0-24 h;zatvorena poslovnica;;1;Prikaûi na karti;490;21;Grad Zagreb;10000;Zagreb;Albaharijeva;3;;Albaharijeva 3;Zagreb, Albaharijeva 3;3;2457643.4;5071002.4;1;Prikaûi na karti;;" 15∞ 57' 0""";" 45∞ 47' 28"""
